   c_city   |   s_city   | d_year |  revenue
 UNITED ST5 | UNITED ST5 |   1996 |  20958349
 UNITED ST5 | UNITED ST0 |   1996 |  20811663
 UNITED ST7 | UNITED ST7 |   1996 |  20797724
 UNITED ST8 | UNITED ST8 |   1996 |  19650796
 UNITED ST3 | UNITED ST5 |   1996 |  18914885
 UNITED ST7 | UNITED ST5 |   1996 |  18452625
 UNITED ST4 | UNITED ST2 |   1996 |  16823508
 UNITED ST0 | UNITED ST4 |   1996 |  15778296
 UNITED ST1 | UNITED ST2 |   1996 |  15629594
 UNITED ST2 | UNITED ST2 |   1996 |  14394197
 UNITED ST6 | UNITED ST2 |   1996 |  13974891
 UNITED ST2 | UNITED ST7 |   1996 |   8702937
 UNITED ST9 | UNITED ST2 |   1996 |   6013990
 UNITED ST5 | UNITED ST2 |   1996 |   5496415
 UNITED ST7 | UNITED ST2 |   1996 |   3928848
 UNITED ST0 | UNITED ST2 |   1996 |   2011403
 UNITED ST3 | UNITED ST2 |   1996 |    110353
 UNITED ST1 | UNITED ST1 |   1997 | 112836994
 UNITED ST5 | UNITED ST3 |   1997 | 111860486
 UNITED ST2 | UNITED ST1 |   1997 |  99200046
 UNITED ST9 | UNITED ST3 |   1997 |  90411370
 UNITED ST8 | UNITED ST3 |   1997 |  86413246
 UNITED ST6 | UNITED ST0 |   1997 |  82568902
 UNITED ST6 | UNITED ST1 |   1997 |  78171796
 UNITED ST3 | UNITED ST3 |   1997 |  75911111
 UNITED ST8 | UNITED ST1 |   1997 |  75506931
 UNITED ST5 | UNITED ST1 |   1997 |  75308389
 UNITED ST1 | UNITED ST0 |   1997 |  71305126
 UNITED ST1 | UNITED ST3 |   1997 |  71257319
 UNITED ST0 | UNITED ST9 |   1997 |  68565901
 UNITED ST2 | UNITED ST3 |   1997 |  64344089
 UNITED ST0 | UNITED ST4 |   1997 |  63681632
 UNITED ST5 | UNITED ST6 |   1997 |  62482068
 UNITED ST1 | UNITED ST8 |   1997 |  62293089
 UNITED ST6 | UNITED ST4 |   1997 |  61336730
 UNITED ST2 | UNITED ST9 |   1997 |  61002598
 UNITED ST0 | UNITED ST1 |   1997 |  59660723
 UNITED ST4 | UNITED ST3 |   1997 |  59638985
 UNITED ST7 | UNITED ST9 |   1997 |  57760574
 UNITED ST5 | UNITED ST4 |   1997 |  57020547
 UNITED ST5 | UNITED ST0 |   1997 |  56792981
 UNITED ST7 | UNITED ST0 |   1997 |  53892079
 UNITED ST4 | UNITED ST9 |   1997 |  53345659
 UNITED ST0 | UNITED ST7 |   1997 |  52860298
 UNITED ST6 | UNITED ST3 |   1997 |  52749304
 UNITED ST8 | UNITED ST0 |   1997 |  52506311
 UNITED ST4 | UNITED ST0 |   1997 |  52113176
 UNITED ST7 | UNITED ST7 |   1997 |  51745739
 UNITED ST9 | UNITED ST0 |   1997 |  51719317
 UNITED ST1 | UNITED ST4 |   1997 |  50864968
 UNITED ST0 | UNITED ST0 |   1997 |  49386997
 UNITED ST4 | UNITED ST1 |   1997 |  49067464
 UNITED ST9 | UNITED ST8 |   1997 |  48839283
 UNITED ST2 | UNITED ST6 |   1997 |  48686087
 UNITED ST3 | UNITED ST4 |   1997 |  47281340
 UNITED ST1 | UNITED ST6 |   1997 |  46451946
 UNITED ST9 | UNITED ST1 |   1997 |  46208255
 UNITED ST8 | UNITED ST4 |   1997 |  45719182
 UNITED ST9 | UNITED ST5 |   1997 |  45544706
 UNITED ST8 | UNITED ST8 |   1997 |  45357147
 UNITED ST6 | UNITED ST8 |   1997 |  44631386
 UNITED ST7 | UNITED ST1 |   1997 |  43997731
 UNITED ST8 | UNITED ST7 |   1997 |  43977314
 UNITED ST4 | UNITED ST4 |   1997 |  43878012
 UNITED ST5 | UNITED ST9 |   1997 |  43830144
 UNITED ST3 | UNITED ST8 |   1997 |  43803887
 UNITED ST1 | UNITED ST7 |   1997 |  43660488
 UNITED ST4 | UNITED ST7 |   1997 |  42563497
 UNITED ST0 | UNITED ST6 |   1997 |  42477954
 UNITED ST8 | UNITED ST9 |   1997 |  42268740
 UNITED ST3 | UNITED ST7 |   1997 |  41761041
 UNITED ST4 | UNITED ST6 |   1997 |  40804786
 UNITED ST3 | UNITED ST1 |   1997 |  40625874
 UNITED ST1 | UNITED ST9 |   1997 |  40167265
 UNITED ST0 | UNITED ST3 |   1997 |  39836745
 UNITED ST3 | UNITED ST0 |   1997 |  39761787
 UNITED ST2 | UNITED ST0 |   1997 |  38036622
 UNITED ST9 | UNITED ST9 |   1997 |  37677687
 UNITED ST2 | UNITED ST7 |   1997 |  37608490
 UNITED ST1 | UNITED ST5 |   1997 |  37362772
 UNITED ST2 | UNITED ST8 |   1997 |  36665884
 UNITED ST0 | UNITED ST8 |   1997 |  36661247
 UNITED ST4 | UNITED ST8 |   1997 |  35795162
 UNITED ST5 | UNITED ST8 |   1997 |  35599706
 UNITED ST7 | UNITED ST3 |   1997 |  35527230
 UNITED ST8 | UNITED ST6 |   1997 |  33498478
 UNITED ST6 | UNITED ST7 |   1997 |  31537441
 UNITED ST9 | UNITED ST6 |   1997 |  30707690
 UNITED ST3 | UNITED ST5 |   1997 |  30600694
 UNITED ST4 | UNITED ST5 |   1997 |  29912763
 UNITED ST9 | UNITED ST7 |   1997 |  29895662
 UNITED ST7 | UNITED ST8 |   1997 |  29783780
 UNITED ST6 | UNITED ST9 |   1997 |  29134206
 UNITED ST6 | UNITED ST6 |   1997 |  29017750
 UNITED ST8 | UNITED ST5 |   1997 |  27492409
 UNITED ST5 | UNITED ST5 |   1997 |  27418926
 UNITED ST7 | UNITED ST4 |   1997 |  27344020
 UNITED ST5 | UNITED ST7 |   1997 |  26584749
 UNITED ST3 | UNITED ST9 |   1997 |  24469632
 UNITED ST7 | UNITED ST6 |   1997 |  24410328
 UNITED ST2 | UNITED ST5 |   1997 |  22680246
 UNITED ST5 | UNITED ST2 |   1997 |  22264075
 UNITED ST9 | UNITED ST4 |   1997 |  21951432
 UNITED ST6 | UNITED ST5 |   1997 |  20553190
 UNITED ST2 | UNITED ST4 |   1997 |  19467225
 UNITED ST0 | UNITED ST5 |   1997 |  18054783
 UNITED ST6 | UNITED ST2 |   1997 |  16654054
 UNITED ST2 | UNITED ST2 |   1997 |  14762785
 UNITED ST3 | UNITED ST6 |   1997 |  13418279
 UNITED ST7 | UNITED ST5 |   1997 |  12043346
 UNITED ST7 | UNITED ST2 |   1997 |  11437085
 UNITED ST3 | UNITED ST2 |   1997 |   9027116
 UNITED ST4 | UNITED ST2 |   1997 |   5879604
 UNITED ST1 | UNITED ST2 |   1997 |   5299831
 UNITED ST9 | UNITED ST2 |   1997 |   4859473
 UNITED ST8 | UNITED ST2 |   1997 |   2778301
